Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0,0.126819596,9.87787056,0.268295228
0,-0.253639191,9.870692253,0.785144925
0.016567404,-0.284745902,9.406484604,1.055533886
0.03591079,-0.306281298,9.49980545,0.828215718
0.055254175,-0.356530577,9.719944954,0.847358346
0.074597561,-0.229710966,9.62183857,0.80907315
0.093940946,-0.021535404,9.569196701,0.864108086
0.113284383,-0.16749759,9.652945518,0.890429139
0.132627717,-0.28713873,9.669695854,0.962213814
0.151971154,-0.244067907,9.57158947,0.974177897
0.17131454,-0.148355007,9.573982239,0.897607565
0.190657925,-0.088534437,9.703194618,0.773180842
0.210001311,-0.057427742,9.712766647,0.844965518
0.229344696,-0.165104762,9.518947601,0.878464997
0.248688081,-0.181854516,9.619445801,0.813858807
0.268031467,-0.236889437,9.662516594,0.821037292
0.287374904,-0.325423867,9.619445801,0.844965518
0.30671829,-0.270388961,9.60030365,0.780359268
0.326061675,-0.248853549,9.612267494,0.840179861
0.345405061,-0.282353073,9.638588905,0.880857825
0.364748446,-0.193818629,9.652945518,0.859322429
0.384091831,-0.10767702,9.612267494,0.816251636
0.403435217,-0.076570325,9.614660263,0.7612167
0.422778602,-0.21535404,9.640981674,0.823430121
0.442121988,-0.327816695,9.655338287,1.026820064
0.461465373,-0.229710966,9.636196136,0.931107104
0.480808758,-0.138783708,9.597910881,0.8569296
0.500152144,-0.16031912,9.626625061,0.861715257
0.519495529,-0.095712908,9.676874161,0.782752097
0.538838915,-0.062213387,9.660123825,0.797109067
0.5581823,-0.177068874,9.62183857,0.931107104
0.577525686,-0.349352092,9.62183857,0.923928618
0.596869071,-0.564706147,9.602696419,0.80907315
0.616212456,-0.557527661,9.562018394,0.801894665
0.635555842,-0.413958311,9.542876244,0.773180842
0.654899227,-0.10049855,9.717552185,0.962213814
0.674242613,-0.155533478,9.693623543,0.811465979
0.693585998,-0.138783708,9.564411163,0.720538735
0.712929383,-0.136390895,9.605089188,0.787537754
0.732272769,-0.289531529,9.655338287,0.835394204
0.751616154,-0.284745902,9.660123825,0.923928618
0.77095954,-0.210568398,9.62901783,0.8569296
0.790302925,-0.30388847,9.619445801,0.689432025
0.809646311,-0.457029134,9.636196136,0.720538735
0.828989696,-0.485742986,9.590732574,0.720538735
0.848333081,-0.320638239,9.581160545,0.782752097
0.867676467,-0.083748795,9.624231339,0.811465979
0.887019852,0.038285162,9.669695854,0.792323411
0.906363238,0.141176537,9.693623543,0.844965518
0.925706623,0.217746854,9.636196136,0.703788936
0.945050008,0.186640173,9.62183857,0.603290439
0.964393394,-0.143569365,9.684052467,0.785144925
0.983736779,-0.325423867,9.607481956,0.82582289
1.003080165,-0.205782741,9.593125343,0.782752097
1.02242355,-0.291924357,9.631410599,0.722931564
1.041766936,-0.51206404,9.664909363,0.603290439
1.061110269,-0.248853549,9.672088623,0.864108086
1.080453654,0.229710966,9.669695854,0.959820986
1.09979704,0.232103795,9.578767776,0.474078
1.119140425,-0.131605253,9.619445801,0.710967422
1.138483811,-0.184247345,9.667302132,0.916750193
1.157827196,-0.007178468,9.607481956,0.983749211
1.177170581,-0.0526421,9.590732574,0.928714275
1.196513967,-0.296710014,9.691230774,0.768395185
1.215857352,-0.507278383,9.583553314,0.545862675
1.235200738,-0.744167864,9.495018959,0.433400005
1.254544071,-1.136590719,9.590732574,0.620040178
1.273887456,-0.964307547,9.617053032,0.957428157
1.293230842,-0.088534437,9.533304214,0.947856843
1.312574227,0.430708081,9.657731056,0.818644464
1.331917613,0.5910272,9.736694336,0.727717161
1.351260998,0.787238657,9.617053032,0.701396108
1.370604383,0.796809912,9.633803368,0.775573611
1.389947717,0.5910272,9.638588905,0.435792834
1.409291102,0.370887518,9.569196701,0.55304116
1.428634488,0.344566464,9.660123825,0.718145907
1.447977873,0.547956407,9.605089188,0.514755964
1.467321258,0.667597532,9.552447319,0.387936383
1.486664644,0.480957359,9.581160545,0.263509601
1.506008029,0.39960137,9.707980156,0.557826757
1.525351363,0.502492726,9.667302132,0.442971289
1.544694748,0.46420759,9.588339806,0.52193445
1.564038133,0.203389928,9.597910881,0.354436845
1.583381519,0.040677983,9.662516594,0.153439745
1.602724904,-0.076570325,9.597910881,-0.128913313
1.622068238,-0.165104762,9.516554832,-0.442373097
1.641411623,-0.145962179,9.602696419,-0.219840586
1.660755008,-0.342173636,9.681659698,-0.04755735
1.680098394,-0.519242525,9.578767776,-0.274875492
1.699441779,-0.392422915,9.547661781,-0.432801783
1.718785113,-0.301495641,9.593125343,-0.303589374
1.738128498,-0.413958311,9.526125908,-0.648155808
1.757471883,-0.39960137,9.700801849,-0.954437137
1.776815269,-0.672383189,9.617053032,-1.406680584
1.796158654,-0.626919508,9.416056633,-1.220040441
1.815501988,-0.10767702,9.57158947,-0.844367266
1.834845373,0.131605253,9.770194054,-1.20568347
1.854188758,-0.033499517,9.609874725,-1.519143224
1.873532144,-0.277567416,9.408877373,-1.375573874
1.892875477,-0.315852582,9.52134037,-1.605284929
1.912218863,-0.157926291,9.684052467,-1.720140338
1.931562248,-0.16031912,9.65055275,-1.899602056
1.950905633,-0.291924357,9.425627708,-2.229811668
1.970248967,-0.162711933,9.37298584,-1.746461391
1.989592352,-0.098105729,9.585947037,-1.58853519
2.008935738,-0.275174618,9.717552185,-2.016850471
2.028279123,-0.370887518,9.669695854,-1.897209287
2.047622456,-0.291924357,9.34427166,-1.925923109
2.066965842,-0.251246363,9.425627708,-1.866102576
2.086309227,-0.500099957,9.693623543,-2.091027975
2.105652561,-0.772881687,9.617053032,-2.222633123
2.124995946,-0.765703261,9.384949684,-1.882852316
2.144339331,-0.636490822,9.416056633,-2.057528257
2.163682665,-0.827916622,9.696016312,-2.129312992
2.18302605,-1.05523479,9.454340935,-2.028814554
2.202369436,-0.698704183,9.217452049,-1.878066659
2.221712821,-0.63888365,9.250951767,-1.533500195
2.241056154,-0.533599436,9.468698502,-1.665105462
2.26039954,-0.729810894,9.590732574,-1.674676776
2.279742925,-1.112662554,9.380164146,-1.756032705
2.299086258,-1.031306505,9.097810745,-1.68424809
2.318429644,-0.921236694,9.193523407,-1.846959949
2.337773029,-1.1820544,9.361021042,-2.124527454
2.357116363,-1.428515077,9.255737305,-1.787139416
2.376459748,-1.378265858,9.169595718,-1.557428479
2.395803133,-1.258624673,9.241379738,-1.612463355
2.415146467,-1.45483613,9.447162628,-2.081456661
2.434489852,-1.758724689,9.475876808,-2.110170364
2.453833238,-1.464407444,9.11695385,-1.739282966
2.473176571,-1.03848505,8.963812828,-1.617249012
2.492519956,-1.404586911,9.607481956,-2.406880379
2.51186329,-1.842473388,9.75583744,-2.330310106
2.531206675,-0.964307547,9.279664993,-1.251147151
2.550550061,-0.746560693,9.238986969,-1.047757268
2.569893394,-0.550349236,9.461520195,-2.016850471
2.589236779,-0.995414197,9.406484604,-2.973979473
2.608580113,-1.928615093,9.16720295,-2.428415775
2.627923498,-1.495514154,9.078668594,-1.94028008
2.647266883,-0.44745782,9.341878891,-1.775175333
2.666610217,-0.232103795,9.581160545,-1.846959949
2.685953602,-0.880558729,9.736694336,-2.933301449
2.705296936,-1.90229404,9.198308945,-3.57218504
2.724640321,-2.20618248,8.970991135,-3.440579891
2.743983706,-1.727617979,9.093025208,-3.119941711
2.76332704,-1.146162033,9.1863451,-2.744268417
2.782670425,-0.727418065,9.456734657,-2.57916379
2.802013758,-0.818345368,9.337093353,-2.380559444
2.821357144,-1.036092162,9.301200867,-2.208276272
2.840700477,-1.184447169,9.200701714,-2.732304335
2.860043863,-1.05523479,9.057132721,-2.777767897
2.879387196,-1.282552958,9.133703232,-2.232204437
2.898730581,-1.229910851,9.430413246,-2.603091955
2.918073967,-0.95952189,9.375378609,-3.033800125
2.9374173,-0.909272611,9.100203514,-2.837588549
2.956760686,-1.16769743,9.195916176,-2.289632082
2.976104019,-1.16769743,9.37298584,-2.363809586
2.995447404,-0.861416161,9.26530838,-2.380559444
3.014790738,-0.808774054,9.231808662,-2.648555517
3.034134123,-1.347159147,9.222237587,-2.643769979
3.053477456,-1.713261008,9.162417412,-2.540878534
3.072820842,-1.914258122,9.085846901,-2.557628393
3.092164175,-1.59840548,9.140881538,-2.569592476
3.111507561,-1.287338614,9.356235504,-2.787339211
3.130850894,-0.945164919,9.444769859,-2.801696301
3.150194279,-1.356730461,9.16720295,-2.612663269
3.169537613,-1.24666059,9.250951767,-2.414058924
3.188880998,-1.15094769,9.461520195,-2.73948288
3.208224331,-1.351944804,9.274879456,-2.591127872
3.227567717,-1.567298889,8.913563728,-2.638984203
3.24691105,-1.450050473,8.846564293,-2.969193697
3.266254436,-1.794616938,8.994919777,-2.787339211
3.285597769,-2.330609322,8.786744118,-2.569592476
3.304941154,-2.589034081,8.954241753,-2.516950369
3.324284488,-2.816352367,8.966205597,-2.215454578
3.343627873,-2.766103029,9.104989052,-2.978765011
3.362971206,-3.156133175,8.992527008,-2.638984203
3.382314592,-3.249453068,8.434998512,-2.342274189
3.401657925,-3.199203968,8.310571671,-2.619841576
3.421001311,-3.113062143,8.700602531,-2.67487669
3.440344644,-3.16570425,9.148059845,-2.83519578
3.459688029,-3.895515203,8.963812828,-2.804089069
3.479031363,-4.39800787,8.523533821,-2.813660383
3.498374696,-3.9170506,8.683852196,-2.818445921
3.517718081,-3.058027267,9.212666512,-2.96201539
3.537061415,-2.81395936,9.317950249,-3.02662158
3.5564048,-3.136990547,9.148059845,-3.074477911
3.575748133,-2.885744095,9.700801849,-2.574378014
3.595091519,-3.211168051,9.875477791,-2.782553673
3.614434852,-3.225524902,10.04536819,-2.981158018
3.633778186,-2.481357098,10.39232826,-3.313760281
3.653121571,-2.06261301,10.50000477,-3.459722519
3.672464904,-2.612962246,9.911370277,-3.399901867
3.69180829,-3.98165679,9.801301003,-3.045764208
3.711151623,-5.472385406,9.772586823,-3.246761322
3.730495008,-4.950749874,8.884849548,-3.876073599
3.749838342,-4.055834293,8.688637733,-4.328317165
3.769181675,-4.110869408,9.389735222,-6.118148327
3.788525061,-1.562513232,9.636196136,-5.161019325
3.807868394,-1.107876897,9.801301003,-1.968993902
3.827211779,-1.651047587,12.28744316,-1.77996099
3.846555113,-0.514456868,15.08704567,-1.052542806
3.865898446,-2.160718918,12.88325596,2.309372902
3.885241831,-4.725824833,8.222037315,2.574976206
3.904585165,-6.532405853,4.587339878,2.507977247
3.92392855,-9.94696331,1.644168258,3.254537821
3.943271883,-12.00239849,-0.856331408,3.0463624
3.962615217,-12.0598259,-2.24416852,2.847758055
3.981958602,-11.07159042,-1.389930844,3.405285835
4.001301936,-9.537791252,1.026820064,1.431207061
4.020645269,-7.508677483,3.017648458,0.40947178
4.039988654,-5.156532764,3.977170229,0.691824853
4.059331988,-4.022335052,4.058526516,0.462113887
4.078675321,-5.072783947,4.127918243,-1.413859129
4.098018706,-6.910471916,4.764409065,-3.055335522
4.11736204,-7.566105366,4.848157883,-3.01226449
4.136705373,-6.262016773,5.149653435,-2.641377211
4.156048758,-5.18046093,6.08524704,-2.481057882
4.175392092,-4.905286312,6.640381813,-2.832803011
4.194735425,-4.950749874,6.633203506,-2.875873804
4.214078811,-5.620740414,6.929913521,-2.873480797
4.233422144,-5.62791872,8.478069305,-3.227618694
4.252765477,-6.010770321,9.619445801,-3.744468451
4.272108863,-7.06600523,9.26530838,-4.388137817
4.291452196,-5.520241737,8.095217705,-4.359423637
4.310795529,-3.761517286,6.975377083,-3.531507015
4.330138915,-3.780659676,7.604689598,-4.80209589
4.349482248,-3.749552965,8.659924507,-5.426622868
4.368825581,-1.373480201,8.131110191,-2.806481838
4.388168967,0.993021369,7.932506084,-0.193519533
4.4075123,2.852244616,8.501997948,-1.480858088
4.426855633,3.945764542,10.03579712,-0.995115101
4.446198967,2.773281336,10.16022396,-2.284846544
4.465542352,3.062813044,9.382556915,-2.423630238
4.484885686,4.036691666,9.322735786,-0.322731942
4.504229019,4.005585194,9.145667076,-1.770389676
4.523572404,3.558127165,9.310771942,-1.899602056
4.542915738,3.450450182,9.82762146,-1.277468204
4.562259071,2.945564747,9.672088623,-0.370588422
4.581602404,2.132004976,10.52871895,-5.816652775
4.60094579,12.84227943,20.69821548,5.278865814
4.620289123,9.7196455,17.44876099,5.702395439
4.639632456,-6.771687984,4.333701134,-11.90638638
4.658975842,-8.700303078,4.082454681,-8.374580383
4.678319175,-10.93759251,7.025626183,-4.648955345
4.697662508,-11.46162033,7.678866863,-8.917751312
4.717005842,-5.278566837,8.401499748,-9.781559944
4.736349227,-0.801595569,9.983155251,-0.734297454
4.755692561,4.388436794,9.932906151,3.137289524
4.775035894,6.419943333,9.506983757,-3.933501244
4.794379227,2.469393015,9.274879456,-4.971986294
4.813722613,-2.210968018,8.590532303,-4.522135735
4.833065946,-4.331008911,8.473283768,-3.445365429
4.852409279,-4.079762459,8.652746201,-3.079263687
4.871752613,-2.543570518,9.05952549,-3.464508057
4.891095946,-0.509671211,9.346664429,-2.981158018
4.910439331,0.28713873,9.195916176,-2.368595362
4.929782665,0.308674127,9.274879456,-2.256132603
4.949125998,-0.318245411,9.305986404,-2.758625507
4.968469331,-1.002592683,9.143274307,-3.029014349
4.987812717,-1.383051515,9.052347183,-2.459522486
5.00715605,-1.952543259,8.908778191,-2.208276272
5.026499383,-2.273181438,9.006883621,-2.703590393
5.045842717,-2.672782898,9.411270142,-2.6102705
5.06518605,-2.593819857,9.547661781,-2.86630249
5.084529436,-2.328216314,9.559625626,-3.275475025
5.103872769,-2.194218397,9.779765129,-3.96939373
5.123216102,-1.430907965,10.05733299,-3.486043453
5.142559436,-0.368494689,10.27029419,-3.304188967
5.161902769,-0.507278383,10.66510963,-2.904587507
5.181246154,-1.280160069,10.90678501,-2.591127872
5.200589488,-2.297109842,10.82782173,-2.136491537
5.219932821,-2.679961443,10.77278709,-2.114956141
5.239276154,-2.603390932,11.50020504,-2.086242199
5.258619488,-1.141376376,13.9552412,-3.52193594
5.277962873,-0.763310432,16.56581116,-2.954836845
5.297306206,1.947757602,14.89801311,-4.48145771
5.31664954,5.091926575,13.34267807,-3.265903711
5.335992873,2.246860504,11.78495026,-3.340081215
5.355336206,0.10767702,10.78714371,-3.694219112
5.37467954,-2.407179594,8.731708527,-1.28464663
5.394022873,-6.606583118,5.33150816,0.165403858
5.413366258,-11.62433243,2.898007393,-4.579563618
5.432709592,-15.37149239,3.843172312,-8.520542145
5.452052925,-14.95753479,4.087240219,-3.086441994
5.471396258,-12.85902882,1.692024708,0.332901448
5.490739592,-9.525827408,-0.267697036,0.438185632
5.510082925,-6.86022234,-1.79671073,1.366600871
5.529426311,-5.149354458,-1.961815476,2.668296337
5.548769644,-3.543770313,-0.418444872,2.993720293
5.568112977,-2.945564747,2.299801588,3.323929787
5.587456311,-3.230310678,4.498805523,1.904985905
5.606799644,-4.742574692,5.568397522,1.40010035
5.626142977,-5.781059742,7.214659214,-0.973579705
5.645486311,-6.963113785,9.595518112,-3.641577005
5.664829644,-5.7571311,11.56481075,-5.405087471
5.684173029,-3.59641242,10.91635609,-3.780360699
5.703516363,0.373280346,9.954441071,-0.593120933
5.722859696,2.565105915,11.9787693,0.660718143
5.742203029,1.03848505,13.03639698,-1.607677698
5.761546363,-0.435493708,11.71555901,-3.52193594
5.780889696,0.957129061,9.143274307,-2.990729094
5.800233029,2.811566591,7.899006844,-2.076670885
5.819576363,3.321237803,9.128917694,-1.997707844
5.838919696,1.265803218,9.1863451,-2.303989172
5.858263081,-1.942971945,8.234002113,-1.382752419
5.877606415,-3.94815731,9.303593636,-1.334895968
5.896949748,5.572884083,20.51396751,-1.500000715
5.916293081,16.1754818,23.82084846,16.58495331
5.935636415,2.904886723,6.733702183,-1.550249934
5.954979748,-7.872386456,0.591326296,-8.156833649
5.974323081,-9.79860878,2.065304995,-10.60469055
5.993666415,-15.21356678,8.973383904,-11.29860973
6.013009748,-14.38325691,10.99053383,-10.45872879
6.032353081,-4.993820667,7.681259632,-5.364409447
6.051696415,-0.02632105,9.392127991,0.773180842
6.0710398,3.594019651,10.6172533,0.541077018
6.090383133,7.278966427,11.2633152,-1.641177177
6.109726467,3.706482172,9.818050385,-3.036192894
6.1290698,-3.21356082,8.396714211,-3.933501244
6.148413133,-5.982056618,8.458927155,-3.158226728
6.167756467,-5.556134224,8.798707962,-1.837388635
6.1870998,-3.663411379,8.801100731,-2.48345089
6.206443133,-0.366101861,9.164810181,-2.658126831
6.225786467,1.464407444,9.657731056,-2.409273386
6.2451298,1.990828395,9.502198219,-1.990529299
6.264473133,1.148554921,9.212666512,-1.564606905
6.283816467,-1.459621787,9.047561646,-2.095813513
6.3031598,-3.708875179,9.289237022,-2.67487669
6.322503133,-3.850051641,9.480662346,-2.801696301
6.341846467,-2.275574446,9.530911446,-2.4188447
6.3611898,-0.648454964,9.942477226,-2.763411045
6.380533133,-0.069391854,10.49043369,-3.531507015
6.399876467,0.078963146,10.77039337,-2.875873804
6.4192198,-0.306281298,11.12692451,-2.050349951
6.438563133,-1.741974831,11.44995499,-2.136491537
6.457906467,-2.210968018,11.44756222,-2.940479994
6.477249852,-1.349551916,11.18435192,-2.906980515
6.496593133,-0.973878801,11.75145149,-2.69162631
6.515936519,-0.581455886,13.79731464,-3.734897137
6.535279852,-0.454636306,15.35264874,-5.144269466
6.554623186,1.421336651,15.00090408,-7.07288456
6.573966519,-0.449850649,12.91675568,-2.562413931
6.593309852,-2.70149684,10.24158001,-4.775774956
6.612653186,-2.950350285,10.00708294,-4.981557846
6.631996519,-3.830909014,7.877471447,-1.425823212
6.651339852,-6.946363926,4.608875751,1.727917075
6.670683186,-9.580862045,3.134896755,-1.239183068
6.690026519,-10.38245773,3.467499018,-2.796910524
6.709369852,-10.35852909,3.043969393,-0.148055896
6.728713186,-8.95154953,1.502991676,3.039183855
6.748056519,-7.018148899,0.009870393,3.240180969
6.767399852,-5.173282623,-0.22941187,1.833201289
6.786743186,-4.500899315,0.974177897,-0.112163559
6.806086519,-5.828916073,3.460320711,-1.377966762
6.825429852,-6.891329288,5.501398563,-2.292025089
6.844773133,-6.953542709,5.393721104,-1.026221752
6.864116519,-6.305087566,5.097011566,-0.700797915
6.883459852,-4.55354166,7.114161015,-1.107577801
6.902803186,-2.258824587,10.84217834,-1.758425593
6.922146519,-2.746960402,12.41665554,-3.605684519
6.941489852,-3.543770313,10.86610699,-3.80907464
6.960833186,-1.842473388,10.65075302,-2.08384943
6.980176467,-0.342173636,12.11515999,-2.349452734
6.9995198,-0.33499518,12.23958683,-4.017250061
7.018863133,0.614955425,11.03839016,-2.363809586
7.038206467,2.852244616,9.518947601,0.340079904
7.0575498,2.775674343,8.676673889,-0.712762058
7.076893133,0.55992049,9.483055115,-2.540878534
7.096236467,-0.94277215,9.652945518,-0.674476862
7.1155798,-2.577069998,10.19850922,-1.502393484
7.134923133,1.696511269,17.36979866,-5.797510147
7.154266467,13.48116302,20.59053802,15.73550034
7.1736098,2.986242771,7.427620411,-0.784546733
7.192953133,-6.620940208,2.819044113,-9.594920158
7.212296467,-7.881958008,4.558626175,-9.202496529
7.2316398,-9.913464546,9.60030365,-7.051349163
7.250983133,-10.50688457,10.86371422,-6.378965855
7.270326467,-6.403193474,7.79372263,-5.259125233
7.2896698,-3.40498662,8.157431602,-1.990529299
7.309013133,0.978664458,10.4473629,0.754038215
7.328356467,3.945764542,10.8804636,-1.375573874
7.347699748,2.713460922,9.944869995,-2.72512579
7.367043081,-0.914058268,8.942276955,-3.76361084
7.386386415,-2.598605394,8.396714211,-2.722733021
7.405729748,-2.230110645,8.485248566,-1.890030742
7.425073081,-1.435693622,9.002098083,-2.86630249
7.444416415,0.442672193,9.540482521,-2.983550787
7.463759748,1.265803218,9.593125343,-2.481057882
7.483103081,0.856630504,9.435198784,-1.832603097
7.502446415,-0.600598454,9.241379738,-1.801496387
7.521789748,-2.605783939,9.231808662,-2.184347868
7.541133081,-3.024527788,9.042776108,-2.883052111
7.560476363,-1.897508383,9.16720295,-2.643769979
7.579819696,-1.079162955,9.588339806,-2.701197624
7.599163029,-1.1820544,9.937691689,-3.407080412
7.618506363,-1.450050473,10.35882854,-3.210868835
7.637849696,-1.691725612,10.66989517,-3.050549746
7.657193029,-1.641476393,10.97378349,-3.005086184
7.676536363,-1.028913736,11.03360462,-2.859123945
7.695879696,-0.179461703,10.99053383,-2.627020121
7.715223029,0.023928227,10.89721298,-2.722733021
7.734566363,-0.433100909,11.48584747,-2.646162748
7.753909644,-0.246460736,13.08664608,-4.060320854
7.773252977,-1.16769743,14.29741478,-4.474279404
7.792596311,-0.756131947,13.67528057,-6.749853611
7.811939644,0.629312336,13.20628738,-3.746861219
7.831282977,-0.887737215,11.05992508,-2.976372242
7.850626311,-2.433500528,10.14347458,-5.275874615
7.869969644,-4.737788677,9.026025772,-4.591527462
7.889312977,-7.628318787,6.362814426,1.069890857
7.908656311,-9.159725189,4.223630905,0.598504782
7.927999592,-7.666603565,3.460320711,0.545862675
7.947342925,-7.52782011,2.792723179,3.539283752
7.966686258,-7.034898758,1.526919961,3.364607811
7.986029592,-5.694917679,1.11296165,1.763809443
8.005372925,-5.347958565,2.110768557,1.165603757
8.024716258,-6.66640377,3.443570852,-0.528514683
8.044059592,-8.405985832,4.704588413,-2.454736948
8.063402873,-8.860622406,4.797908306,-2.167598248
8.082746206,-8.683553696,3.984348774,-0.928116083
8.10208954,-7.269395351,4.001098633,-1.669891119
8.121432873,-4.462614059,6.121139526,-0.344267368
8.140776206,-1.160519004,9.418449402,0.45732823
8.16011954,-1.287338614,10.75125122,-0.564407051
8.179462873,-2.809173822,10.27268696,-1.086042404
8.198806154,-2.120040894,10.34686375,-2.703590393
8.218149488,-0.629312336,12.14865971,-3.017050266
8.237492821,-0.514456868,12.95982647,-4.153641224
8.256836154,-0.02632105,12.40229893,-1.791925073
8.276179488,0.966700375,10.3348999,-0.026021946
8.295522821,2.426322222,8.365607262,-0.942472994
8.314866102,2.043470621,8.379963875,-3.866502285
8.334209436,0.181854516,9.497411728,-4.043570995
8.353552769,-0.557527661,9.447162628,-1.09322083
8.372896102,-0.928415179,10.16740227,-0.310767829
8.392239436,4.599005222,17.15683746,-3.045764208
8.411582769,16.05583954,22.0932312,16.63041687
8.43092605,3.682554007,7.197909832,-1.947458506
8.450269383,-6.338587284,2.558226585,-10.22183895
8.469612717,-6.924828529,4.044169426,-9.803094864
8.48895605,-10.66720295,8.478069305,-8.855537415
8.508299383,-13.24188042,10.62682438,-9.953843117
8.527642665,-7.489534855,8.425427437,-7.053741932
8.546985998,-2.663211584,8.248358727,-0.72472614
8.566329331,3.132204771,10.2774725,2.816651344
8.585672665,7.111468792,11.03599739,-2.287239313
8.605015998,5.166104317,9.992726326,-3.77796793
8.624359279,-0.885344386,8.588139534,-3.96939373
8.643702613,-4.587040901,8.391927719,-2.878266573
8.663045946,-5.168497086,8.202895164,-2.122134686
8.682389279,-4.307080746,8.236394882,-3.914358854
8.701732561,-0.445065022,9.545269012,-3.844966888
8.721075894,2.20618248,10.04058266,-2.945265532
8.740419227,2.388036966,9.664909363,-1.559821248
8.759762561,0.248853549,9.212666512,-1.100399256
8.779105894,-3.163311481,9.160024643,-2.287239313
8.798449175,-4.386044025,9.035597801,-3.399901867
8.817792508,-3.550948858,8.844171524,-3.115155935
8.837135842,-1.940579176,9.10977459,-2.997907639
8.856479175,-0.576670229,9.751050949,-3.447758436
8.875822508,0.145962179,10.53589725,-3.500400543
8.89516579,-0.315852582,10.59332466,-3.500400543
8.914509123,-0.468993247,10.7799654,-2.655734062
8.933852456,-0.428315252,11.51934719,-2.215454578
8.95319579,-1.002592683,11.74427223,-2.823231697
8.972539071,-0.720239639,11.45952702,-2.619841576
8.991882404,0.014356935,12.22523022,-2.433201551
9.011225738,0.844666421,14.72572994,-3.462115288
9.030569071,0.433100909,16.55145264,-4.419244289
9.049912352,2.679961443,15.06790352,-4.629812717
9.069255686,3.924229145,11.12931728,-3.371187925
9.088599019,0.397208571,10.81825066,-4.658526421
9.107942352,-5.402993679,9.947262764,-4.17517662
9.127285633,-8.159524918,8.123931885,-1.007079244
9.146628967,-10.75095177,5.637789249,-2.086242199
9.1659723,-11.90190029,3.919742584,-2.96201539
9.185315633,-11.13619614,2.32851553,1.641775489
9.204658915,-10.28674412,0.742074132,2.201695919
9.224002248,-8.271987915,-0.00209372,2.144268274
9.243345581,-5.852844238,-0.375374049,2.996113062
9.262688915,-3.704089403,-0.2222334,3.0008986
9.282032196,-3.385843992,0.739681304,2.070090771
9.301375529,-5.575276852,2.383550406,-0.191126704
9.320718863,-7.472784996,4.529912472,-3.098406315
9.340062144,-7.135396957,5.350650311,-1.449751377
9.359405477,-6.515655994,5.309972763,0.687039196
9.378748811,-3.780659676,7.398906708,0.629611433
9.398092144,-0.174676046,10.83500004,-0.104985096
9.417435425,0.978664458,13.89781284,-1.89242363
9.436778758,-1.00737834,14.16102314,-3.311367512
9.456122092,-2.538784742,12.48365498,-3.962215185
9.475465425,-1.990828395,10.81585789,-3.447758436
9.494808706,-1.476371527,10.4473629,-2.093420744
9.51415204,-0.605384111,10.65793133,-2.038385868
9.533495373,1.624726534,10.51675415,-1.803889155
9.552838654,2.71824646,8.791529655,-1.990529299
9.572181988,2.136790514,8.138288498,-2.351845503
9.591525321,0.440279365,8.557032585,-1.571785331
